DURA: VanEck Vectors Morningstar Durable Dividend ETF
Inception Date: 2018-10-30
Fund Holdings as of: 2020-12-31
Total Assets Under Management (in thousands):	40841
Shares Outstanding: 1425000
Expense Ratio: 0.29%
Tracks This Index: Morningstar US Dividend Valuation Index
ETFdb.com Category: Large Cap Blend Equities
Issuer: VanEck
Structure: ETF
ETF Home Page: https://etfdb.com/etf/DURA


Holding,Symbol,Weighting
"AbbVie, Inc.",ABBV,5.29%
Coca-Cola Company,KO,4.89%
Johnson & Johnson,JNJ,4.83%
"PepsiCo, Inc.",PEP,4.81%
Philip Morris International Inc.,PM,4.63%
Bristol-Myers Squibb Company,BMY,4.62%
AT&T Inc.,T,4.62%
Pfizer Inc.,PFE,4.61%
Verizon Communications Inc.,VZ,4.49%
"Merck & Co., Inc.",MRK,4.3%
Altria Group Inc,MO,4.19%
McDonald\'s Corporation,MCD,4.09%
3M Company,MMM,3.93%
Honeywell International Inc.,HON,3.58%
EQUITY OTHER,Other,3.42%
Duke Energy Corporation,DUK,3.42%
"Gilead Sciences, Inc.",GILD,3.29%
Dominion Energy Inc,D,3.26%
"BlackRock, Inc.",BLK,3.04%
Lockheed Martin Corporation,LMT,2.41%
Chubb Limited,CB,1.9%
Eaton Corp. Plc,ETN,1.5%
Bank of New York Mellon Corporation,BK,1.31%
Kraft Heinz Company,KHC,1.21%
"Travelers Companies, Inc.",TRV,1.14%
"Paychex, Inc.",PAYX,1.08%
Allstate Corporation,ALL,0.87%
DTE Energy Company,DTE,0.86%
TE Connectivity Ltd.,TEL,0.85%
"Maxim Integrated Products, Inc.",MXIM,0.75%
Kellogg Company,K,0.59%
Ameren Corporation,AEE,0.53%
J.M. Smucker Company,SJM,0.45%
U.S. Dollar,Other,0.4%
Janus Henderson Group PLC,JHG,0.4%
"Franklin Resources, Inc.",BEN,0.4%
Western Union Company,WU,0.37%
OGE Energy Corp.,OGE,0.35%
Eaton Vance Corp.,EV,0.33%
International Flavors & Fragrances Inc.,IFF,0.32%
Atmos Energy Corporation,ATO,0.31%
Snap-on Incorporated,SNA,0.29%
Campbell Soup Company,CPB,0.28%
"Juniper Networks, Inc.",JNPR,0.28%
Hubbell Incorporated Class B,HUBB,0.24%
"MSC Industrial Direct Co., Inc. Class A",MSM,0.2%
Evercore Inc Class A,EVR,0.19%
"Hawaiian Electric Industries, Inc.",HE,0.17%
"Lincoln Electric Holdings, Inc.",LECO,0.16%
Cabot Oil & Gas Corporation,COG,0.15%
"Federated Hermes, Inc. Class B",FHI,0.14%
Cogent Communications Holdings Inc,CCOI,0.11%
Sensient Technologies Corporation,SXT,0.1%
"Cohen & Steers, Inc.",CNS,0.05%
