AIA: iShares S&P Asia ETF
Inception Date: 2007-11-13
Fund Holdings as of: 2020-12-30
Total Assets Under Management (in thousands):	2650300
Shares Outstanding: 30450000
Expense Ratio: 0.5%
Tracks This Index: S&P Asia 50 Index
ETFdb.com Category: Asia Pacific Equities
Issuer: iShares
Structure: ETF
ETF Home Page: https://etfdb.com/etf/AIA


Holding,Symbol,Weighting
Tencent Holdings Ltd.,700,15.09%
"Samsung Electronics Co., Ltd.",005930,13.92%
"Taiwan Semiconductor Manufacturing Co., Ltd.",2330,12.86%
Meituan Class B,3690,5.64%
AIA Group Limited,1299,5.47%
China Construction Bank Corporation Class H,939,2.74%
"Ping An Insurance (Group) Company of China, Ltd. Class H",2318,2.43%
Hong Kong Exchanges & Clearing Ltd.,388,2.31%
SK hynix Inc,000660,2.14%
Samsung Electronics Co Ltd Pfd  Non-Voting,005935,2.03%
Xiaomi Corp. Class B,1810,2.02%
Industrial and Commercial Bank of China Limited Class H,1398,1.73%
MediaTek Inc,2454,1.53%
"Hon Hai Precision Industry Co., Ltd.",2317,1.48%
NAVER Corp.,035420,1.41%
Wuxi Biologics (Cayman) Inc.,2269,1.35%
LG Chem Ltd.,051910,1.3%
DBS Group Holdings Ltd,D05,1.25%
"Celltrion, Inc.",068270,1.19%
"Samsung SDI Co., Ltd",006400,1.16%
China Mobile Limited,941,1.14%
Oversea-Chinese Banking Corporation Limited,O39,1.13%
United Overseas Bank Ltd. (Singapore),U11,0.96%
Bank of China Limited Class H,3988,0.96%
"Techtronic Industries Co., Ltd.",669,0.92%
Hyundai Motor Company,005380,0.92%
"China Merchants Bank Co., Ltd. Class H",3968,0.86%
Kakao Corp.,035720,0.78%
POSCO,005490,0.73%
United Microelectronics Corp.,2303,0.72%
Sun Hung Kai Properties Limited,16,0.72%
Link Real Estate Investment Trust,823,0.7%
CK Hutchison Holdings Ltd,1,0.7%
Galaxy Entertainment Group Limited,27,0.6%
China Life Insurance Co. Ltd. Class H,2628,0.59%
Hong Kong & China Gas Co. Ltd.,3,0.58%
"Hyundai Mobis Co., Ltd",012330,0.57%
KB Financial Group Inc.,105560,0.57%
CLP Holdings Limited,2,0.55%
"Shinhan Financial Group Co., Ltd.",055550,0.55%
Formosa Plastics Corporation,1301,0.55%
"Chunghwa Telecom Co., Ltd",2412,0.54%
CNOOC Limited,883,0.54%
Nan Ya Plastics Corporation,1303,0.53%
CTBC Financial Holding Company Ltd.,2891,0.5%
"Cathay Financial Holdings Co., Ltd.",2882,0.48%
"Hang Seng Bank, Limited",11,0.46%
CK Asset Holdings Limited,1113,0.46%
Uni-President Enterprises Corp.,1216,0.45%
Singapore Telecommunications Limited,Z74,0.44%
China Petroleum & Chemical Corporation Class H,386,0.42%
Hyundai Motor Co Ltd Pfd. Shs 2,005387,0.11%
LG Chem Ltd Pfd Registered Shs Issue 01,051915,0.1%
MUTUAL FUND (OTHER),Other,0.06%
U.S. Dollar,Other,0.05%
